loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,purpose,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies
25000.0, 60 months,9.44,524.32,B1,10+ years,MORTGAGE,72000.0,credit_card,16.28,11.0,0.0,12473.0,25.6,30.0,7.0,0.0
34075.0, 36 months,16.02,1198.32,C5,4 years,RENT,71000.0,debt_consolidation,15.3,8.0,0.0,18049.0,84.3,15.0,0.0,0.0
22000.0, 60 months,18.06,559.38,D2,2 years,MORTGAGE,90000.0,debt_consolidation,10.15,19.0,0.0,21092.0,61.7,27.0,2.0,0.0
18400.0, 36 months,19.03,674.75,D3,3 years,MORTGAGE,79000.0,debt_consolidation,30.27,27.0,0.0,11109.0,91.8,54.0,1.0,0.0
12000.0, 60 months,26.3,361.42,E5,9 years,MORTGAGE,60000.0,debt_consolidation,22.56,8.0,0.0,7835.0,55.6,13.0,2.0,0.0
6000.0, 36 months,10.91,196.18,B4,7 years,RENT,48960.0,debt_consolidation,17.28,9.0,0.0,8137.0,38.6,17.0,1.0,0.0
8000.0, 36 months,7.97,250.59,A5,6 years,OWN,40000.0,credit_card,18.3,15.0,0.0,20068.0,82.9,40.0,0.0,0.0
30000.0, 36 months,14.08,1026.5,C3,1 year,RENT,48000.0,major_purchase,47.13,4.0,0.0,3064.0,30.9,20.0,0.0,0.0
8400.0, 36 months,10.91,274.65,B4,10+ years,RENT,52000.0,debt_consolidation,14.65,7.0,0.0,1119.0,36.1,14.0,0.0,0.0
13050.0, 60 months,26.3,393.05,E5,6 years,OWN,38000.0,credit_card,31.24,7.0,0.0,18357.0,82.3,10.0,1.0,0.0
3600.0, 36 months,13.59,122.33,C2,10+ years,OWN,54000.0,debt_consolidation,33.69,14.0,1.0,25786.0,74.5,23.0,0.0,1.0
37500.0, 36 months,11.99,1245.36,B5,6 years,MORTGAGE,75000.0,debt_consolidation,26.26,17.0,0.0,21790.0,44.7,43.0,3.0,0.0
35000.0, 36 months,13.59,1189.26,C2,< 1 year,MORTGAGE,52000.0,debt_consolidation,19.48,9.0,1.0,14155.0,61.0,14.0,0.0,1.0
21850.0, 36 months,18.06,790.59,D2,< 1 year,MORTGAGE,50000.0,home_improvement,17.14,10.0,2.0,2515.0,24.2,14.0,3.0,0.0
5000.0, 36 months,13.59,169.9,C2,10+ years,MORTGAGE,75000.0,home_improvement,14.91,8.0,0.0,11961.0,73.4,11.0,0.0,0.0
14000.0, 60 months,14.08,326.34,C3,< 1 year,RENT,200000.0,debt_consolidation,6.68,6.0,0.0,3771.0,32.0,20.0,1.0,0.0
13200.0, 60 months,24.85,386.28,E3,3 years,RENT,38000.0,debt_consolidation,14.29,6.0,0.0,8521.0,46.6,9.0,0.0,0.0
7000.0, 36 months,16.02,246.17,C5,,RENT,29172.0,house,11.89,12.0,1.0,6950.0,22.8,17.0,0.0,1.0
28000.0, 36 months,7.21,867.25,A3,5 years,RENT,200000.0,credit_card,8.35,10.0,0.0,11500.0,35.6,24.0,0.0,0.0
1500.0, 36 months,16.02,52.76,C5,2 years,RENT,30000.0,moving,13.28,9.0,1.0,3044.0,60.9,9.0,0.0,0.0
14000.0, 60 months,16.02,340.61,C5,2 years,MORTGAGE,63000.0,debt_consolidation,18.74,8.0,0.0,7554.0,78.7,14.0,1.0,0.0
14700.0, 36 months,16.02,516.96,C5,10+ years,RENT,32000.0,debt_consolidation,31.8,10.0,0.0,10763.0,55.5,21.0,0.0,0.0
10000.0, 60 months,15.05,238.17,C4,,MORTGAGE,38000.0,credit_card,21.67,10.0,1.0,9834.0,68.8,26.0,2.0,0.0
26400.0, 60 months,9.93,560.02,B2,10+ years,RENT,55000.0,debt_consolidation,21.91,7.0,0.0,2456.0,11.3,19.0,1.0,0.0
21000.0, 60 months,30.79,689.65,G1,3 years,MORTGAGE,66000.0,debt_consolidation,31.51,8.0,1.0,6727.0,51.7,16.0,0.0,1.0
7200.0, 36 months,11.99,239.11,B5,4 years,RENT,48000.0,credit_card,19.25,29.0,1.0,10170.0,17.0,55.0,0.0,0.0
12000.0, 36 months,12.62,402.14,C1,7 years,MORTGAGE,70000.0,debt_consolidation,20.52,11.0,0.0,9348.0,51.1,17.0,2.0,0.0
19925.0, 36 months,30.84,855.05,G2,10+ years,MORTGAGE,87400.0,debt_consolidation,33.48,22.0,1.0,23653.0,92.4,37.0,0.0,1.0
11875.0, 60 months,15.05,282.82,C4,1 year,RENT,110000.0,credit_card,15.83,10.0,0.0,15205.0,33.4,28.0,2.0,0.0
18000.0, 60 months,17.09,448.22,D1,1 year,OWN,76000.0,debt_consolidation,15.46,13.0,3.0,15827.0,54.6,27.0,1.0,2.0
6000.0, 36 months,7.97,187.94,A5,10+ years,MORTGAGE,115000.0,small_business,7.28,11.0,0.0,117.0,0.4,27.0,6.0,0.0
14000.0, 60 months,30.65,458.56,F4,1 year,RENT,40000.0,debt_consolidation,33.57,22.0,0.0,9948.0,53.5,36.0,0.0,0.0
6500.0, 36 months,19.03,238.37,D3,,MORTGAGE,13000.0,debt_consolidation,30.66,15.0,0.0,4337.0,31.2,24.0,1.0,0.0
6025.0, 36 months,12.62,201.91,C1,10+ years,RENT,75000.0,credit_card,6.94,3.0,0.0,2953.0,64.2,5.0,0.0,0.0
8275.0, 36 months,25.82,332.62,E4,10+ years,RENT,23000.0,debt_consolidation,33.61,11.0,0.0,13146.0,36.3,15.0,0.0,0.0
35000.0, 36 months,11.44,1153.17,B4,3 years,MORTGAGE,220000.0,credit_card,12.84,16.0,0.0,40347.0,61.6,24.0,3.0,0.0
20000.0, 36 months,24.85,793.62,E3,10+ years,RENT,57000.0,debt_consolidation,32.65,8.0,0.0,9789.0,72.0,10.0,0.0,0.0
14000.0, 60 months,12.62,315.83,C1,10+ years,MORTGAGE,90000.0,home_improvement,20.99,12.0,0.0,5950.0,47.6,17.0,1.0,0.0
15000.0, 36 months,15.05,520.35,C4,8 years,MORTGAGE,215000.0,debt_consolidation,9.62,9.0,0.0,20194.0,83.4,12.0,1.0,0.0
24000.0, 60 months,16.02,583.89,C5,10+ years,MORTGAGE,85000.0,debt_consolidation,34.14,11.0,0.0,40629.0,93.2,32.0,4.0,0.0
12000.0, 60 months,16.02,291.95,C5,10+ years,RENT,36400.0,credit_card,32.11,8.0,0.0,22745.0,73.6,21.0,2.0,0.0
15000.0, 36 months,18.06,542.74,D2,10+ years,MORTGAGE,120000.0,other,33.86,13.0,0.0,20797.0,56.4,24.0,2.0,0.0
4000.0, 36 months,11.99,132.84,B5,10+ years,RENT,50000.0,moving,12.34,4.0,1.0,2306.0,62.3,5.0,0.0,1.0
8000.0, 36 months,12.62,268.09,C1,3 years,RENT,40000.0,credit_card,24.15,11.0,1.0,5908.0,52.3,22.0,0.0,1.0
10000.0, 36 months,17.09,356.98,D1,10+ years,MORTGAGE,140000.0,home_improvement,10.47,9.0,0.0,3403.0,13.0,14.0,2.0,0.0
20000.0, 36 months,11.99,664.2,B5,8 years,RENT,108000.0,debt_consolidation,9.18,14.0,0.0,16880.0,55.0,20.0,0.0,0.0
21275.0, 60 months,20.0,563.66,D4,10+ years,MORTGAGE,67000.0,debt_consolidation,29.12,13.0,0.0,21991.0,89.9,20.0,1.0,0.0
12000.0, 60 months,25.82,358.01,E4,1 year,RENT,44100.0,debt_consolidation,26.45,8.0,1.0,6138.0,55.8,14.0,0.0,0.0
9000.0, 36 months,26.3,364.06,E5,< 1 year,RENT,25000.0,major_purchase,33.76,17.0,0.0,7329.0,96.4,20.0,0.0,0.0
16000.0, 36 months,18.06,578.93,D2,10+ years,MORTGAGE,47467.0,debt_consolidation,32.04,13.0,0.0,18732.0,73.7,19.0,0.0,0.0
15000.0, 36 months,7.21,464.6,A3,< 1 year,RENT,70000.0,credit_card,23.81,15.0,1.0,6370.0,6.8,20.0,0.0,0.0
14000.0, 60 months,10.42,300.37,B3,10+ years,MORTGAGE,100000.0,credit_card,16.07,8.0,0.0,8876.0,83.7,25.0,6.0,0.0
5000.0, 36 months,16.02,175.84,C5,< 1 year,MORTGAGE,88000.0,debt_consolidation,14.43,10.0,1.0,2163.0,17.3,19.0,1.0,0.0
5000.0, 36 months,7.07,154.55,A2,2 years,MORTGAGE,39996.0,debt_consolidation,22.14,7.0,0.0,5265.0,22.3,8.0,1.0,0.0
20000.0, 36 months,12.62,670.23,C1,3 years,MORTGAGE,57000.0,other,24.46,17.0,0.0,8757.0,42.3,39.0,2.0,0.0
12000.0, 36 months,10.91,392.36,B4,10+ years,MORTGAGE,75000.0,debt_consolidation,15.5,21.0,0.0,14074.0,46.1,39.0,3.0,0.0
10000.0, 36 months,15.05,346.9,C4,10+ years,MORTGAGE,55000.0,debt_consolidation,26.55,12.0,0.0,13492.0,46.7,27.0,2.0,0.0
14400.0, 60 months,15.05,342.96,C4,10+ years,MORTGAGE,58000.0,credit_card,33.29,22.0,0.0,50255.0,56.5,38.0,1.0,0.0
15175.0, 60 months,9.44,318.26,B1,4 years,MORTGAGE,139000.0,home_improvement,24.86,11.0,0.0,31040.0,64.3,47.0,4.0,0.0
12000.0, 36 months,9.93,386.82,B2,10+ years,MORTGAGE,165000.0,debt_consolidation,2.74,7.0,1.0,9879.0,83.0,14.0,1.0,0.0
6000.0, 36 months,10.91,196.18,B4,1 year,RENT,45000.0,home_improvement,11.57,5.0,1.0,15078.0,65.8,8.0,0.0,0.0
28000.0, 36 months,10.42,909.02,B3,2 years,RENT,146000.0,credit_card,18.37,14.0,1.0,22798.0,37.7,29.0,0.0,0.0
18000.0, 60 months,15.05,428.7,C4,5 years,MORTGAGE,61000.0,credit_card,11.35,19.0,1.0,18425.0,33.6,29.0,1.0,1.0
7000.0, 36 months,9.93,225.65,B2,10+ years,RENT,80000.0,credit_card,12.0,12.0,1.0,7704.0,36.0,19.0,0.0,1.0
7000.0, 36 months,18.06,253.28,D2,10+ years,RENT,75000.0,other,22.16,11.0,1.0,2726.0,9.4,37.0,2.0,1.0
14000.0, 36 months,13.59,475.71,C2,2 years,RENT,110000.0,credit_card,21.44,11.0,0.0,31228.0,77.3,16.0,0.0,0.0
7200.0, 36 months,14.08,246.36,C3,< 1 year,RENT,36000.0,credit_card,9.7,11.0,0.0,12034.0,72.1,16.0,0.0,0.0
6025.0, 36 months,14.08,206.16,C3,3 years,RENT,35000.0,credit_card,18.69,15.0,0.0,8417.0,70.7,19.0,0.0,0.0
28500.0, 60 months,30.75,935.25,F5,4 years,RENT,94000.0,debt_consolidation,23.48,15.0,1.0,7368.0,41.9,22.0,0.0,1.0
25000.0, 60 months,13.59,576.41,C2,10+ years,MORTGAGE,100000.0,debt_consolidation,21.97,14.0,1.0,27698.0,84.0,30.0,2.0,0.0
20000.0, 60 months,15.05,476.33,C4,10+ years,MORTGAGE,65000.0,debt_consolidation,22.43,11.0,0.0,26202.0,72.2,23.0,2.0,0.0
24000.0, 60 months,26.3,722.84,E5,9 years,RENT,150000.0,debt_consolidation,1.68,3.0,3.0,7294.0,62.3,9.0,1.0,0.0
12000.0, 60 months,20.0,317.93,D4,7 years,RENT,60000.0,debt_consolidation,11.88,9.0,1.0,11074.0,53.5,19.0,1.0,1.0
16000.0, 60 months,10.42,343.27,B3,4 years,MORTGAGE,53000.0,debt_consolidation,28.67,9.0,0.0,5334.0,59.3,33.0,1.0,0.0
18000.0, 60 months,15.99,437.63,C5,6 years,MORTGAGE,105000.0,debt_consolidation,8.71,9.0,1.0,10498.0,76.6,15.0,1.0,1.0
5000.0, 36 months,10.91,163.49,B4,10+ years,MORTGAGE,40000.0,credit_card,16.0,16.0,0.0,12595.0,39.7,21.0,2.0,0.0
35000.0, 36 months,12.62,1172.9,C1,10+ years,MORTGAGE,90000.0,debt_consolidation,6.0,2.0,1.0,22491.0,90.0,7.0,1.0,0.0
10500.0, 36 months,10.91,343.31,B4,4 years,OWN,48500.0,credit_card,20.95,10.0,0.0,33979.0,90.1,15.0,6.0,0.0
5000.0, 36 months,12.62,167.56,C1,< 1 year,MORTGAGE,36000.0,debt_consolidation,2.43,7.0,0.0,4011.0,21.8,19.0,3.0,0.0
25000.0, 60 months,14.08,582.75,C3,10+ years,OWN,110000.0,other,24.98,25.0,0.0,17665.0,50.3,61.0,5.0,0.0
20000.0, 60 months,15.05,476.33,C4,10+ years,MORTGAGE,72000.0,debt_consolidation,20.92,11.0,0.0,16022.0,56.4,21.0,4.0,0.0
36000.0, 60 months,14.08,839.16,C3,< 1 year,MORTGAGE,67600.0,debt_consolidation,41.11,14.0,0.0,14223.0,24.0,26.0,3.0,0.0
14000.0, 60 months,16.02,340.61,C5,9 years,MORTGAGE,42000.0,credit_card,18.11,20.0,0.0,12475.0,45.5,42.0,1.0,0.0
30000.0, 60 months,20.0,794.82,D4,10+ years,MORTGAGE,70700.0,home_improvement,14.07,14.0,0.0,5133.0,21.0,30.0,0.0,0.0
14100.0, 60 months,26.3,424.67,E5,3 years,RENT,42000.0,credit_card,19.74,29.0,1.0,13852.0,46.6,44.0,0.0,1.0
12000.0, 60 months,26.3,361.42,E5,3 years,RENT,47500.0,credit_card,24.99,18.0,0.0,22112.0,94.1,25.0,0.0,0.0
32000.0, 60 months,16.02,778.52,C5,6 years,MORTGAGE,97000.0,credit_card,18.37,12.0,0.0,4940.0,50.0,17.0,1.0,0.0
24000.0, 36 months,18.06,868.39,D2,1 year,RENT,60000.0,debt_consolidation,34.48,8.0,0.0,14717.0,89.7,32.0,0.0,0.0
24000.0, 60 months,30.49,783.73,F4,10+ years,MORTGAGE,96000.0,major_purchase,10.35,15.0,0.0,9691.0,55.1,18.0,2.0,0.0
20400.0, 60 months,19.03,529.53,D3,10+ years,MORTGAGE,50000.0,debt_consolidation,15.94,17.0,1.0,20380.0,28.9,26.0,1.0,1.0
9800.0, 36 months,13.59,333.0,C2,2 years,RENT,55000.0,credit_card,31.86,16.0,0.0,5168.0,64.6,47.0,0.0,0.0
4200.0, 36 months,18.06,151.97,D2,10+ years,MORTGAGE,40000.0,moving,17.88,11.0,1.0,2823.0,14.9,41.0,0.0,1.0
4000.0, 36 months,10.91,130.79,B4,10+ years,OWN,33000.0,medical,19.93,11.0,0.0,7035.0,62.3,13.0,1.0,0.0
6975.0, 36 months,12.62,233.75,C1,7 years,MORTGAGE,60320.0,home_improvement,19.98,9.0,0.0,246429.0,41.3,24.0,4.0,0.0
28000.0, 36 months,15.05,971.32,C4,10+ years,MORTGAGE,80000.0,credit_card,14.39,11.0,0.0,17150.0,82.9,24.0,0.0,0.0
10000.0, 36 months,7.35,310.38,A4,10+ years,MORTGAGE,70000.0,debt_consolidation,22.66,10.0,0.0,7399.0,35.6,29.0,2.0,0.0
6000.0, 36 months,13.59,203.88,C2,10+ years,MORTGAGE,41000.0,debt_consolidation,16.98,11.0,0.0,6657.0,81.2,30.0,1.0,0.0
30000.0, 36 months,11.99,996.29,B5,< 1 year,MORTGAGE,65940.86,debt_consolidation,28.48,15.0,0.0,18926.0,47.8,29.0,6.0,0.0
21000.0, 36 months,15.05,728.49,C4,2 years,MORTGAGE,197000.0,home_improvement,1.35,17.0,0.0,4150.0,12.7,27.0,2.0,0.0
10500.0, 60 months,16.02,255.46,C5,2 years,MORTGAGE,96000.0,credit_card,24.14,25.0,1.0,29584.0,57.0,28.0,0.0,1.0
12000.0, 60 months,16.02,291.95,C5,4 years,MORTGAGE,120000.0,home_improvement,1.19,5.0,0.0,2867.0,30.8,27.0,0.0,0.0
17500.0, 36 months,12.62,586.45,C1,10+ years,RENT,67500.0,credit_card,25.9,11.0,1.0,7959.0,82.9,29.0,2.0,1.0
7900.0, 36 months,17.09,282.02,D1,,OWN,40000.0,debt_consolidation,7.58,8.0,0.0,4622.0,14.9,10.0,1.0,0.0
4000.0, 36 months,14.08,136.87,C3,10+ years,RENT,32000.0,debt_consolidation,24.31,7.0,0.0,11942.0,60.9,10.0,1.0,0.0
16000.0, 60 months,20.0,423.91,D4,< 1 year,MORTGAGE,25000.0,home_improvement,5.9,6.0,1.0,2113.0,12.4,15.0,2.0,1.0
22850.0, 60 months,16.02,555.92,C5,10+ years,MORTGAGE,65000.0,debt_consolidation,25.31,16.0,0.0,21965.0,25.3,27.0,1.0,0.0
40000.0, 60 months,24.85,1170.54,E3,< 1 year,MORTGAGE,100000.0,major_purchase,16.97,6.0,0.0,5002.0,13.3,29.0,5.0,0.0
7000.0, 36 months,16.02,246.17,C5,3 years,RENT,27404.0,credit_card,17.92,9.0,0.0,4027.0,47.9,45.0,0.0,0.0
15000.0, 36 months,13.59,509.69,C2,6 years,RENT,70000.0,credit_card,14.01,9.0,0.0,13915.0,80.4,21.0,0.0,0.0
3300.0, 36 months,18.06,119.41,D2,10+ years,RENT,50000.0,other,12.99,13.0,2.0,2541.0,14.7,16.0,0.0,0.0
3500.0, 36 months,10.91,114.44,B4,10+ years,RENT,30000.0,other,20.8,20.0,0.0,9229.0,48.1,21.0,0.0,0.0
5000.0, 36 months,10.91,163.49,B4,1 year,OWN,60000.0,credit_card,6.88,10.0,1.0,5859.0,65.1,16.0,0.0,0.0
6000.0, 36 months,12.74,201.42,C1,4 years,RENT,28600.0,debt_consolidation,18.13,7.0,0.0,4492.0,51.6,13.0,0.0,0.0
6000.0, 36 months,20.0,222.99,D4,4 years,MORTGAGE,46000.0,debt_consolidation,20.92,11.0,0.0,6219.0,39.4,16.0,2.0,0.0
25000.0, 60 months,15.05,595.41,C4,,MORTGAGE,65000.0,credit_card,17.7,8.0,0.0,10114.0,59.5,32.0,7.0,0.0
8000.0, 36 months,18.06,289.47,D2,7 years,RENT,126000.0,credit_card,23.4,25.0,0.0,55070.0,69.4,42.0,0.0,0.0
24000.0, 60 months,19.03,622.97,D3,10+ years,RENT,165000.0,debt_consolidation,17.3,12.0,0.0,32545.0,88.9,33.0,2.0,0.0
8000.0, 36 months,14.08,273.74,C3,4 years,MORTGAGE,80000.0,credit_card,26.24,9.0,0.0,2569.0,49.6,16.0,1.0,0.0
9000.0, 36 months,11.39,296.32,B3,6 years,RENT,72000.0,medical,26.93,18.0,0.0,16748.0,72.5,27.0,0.0,0.0
22800.0, 36 months,16.02,801.81,C5,10+ years,RENT,106800.0,other,25.22,10.0,0.0,14587.0,88.4,26.0,1.0,0.0
31075.0, 60 months,22.91,874.42,E1,5 years,MORTGAGE,101000.0,debt_consolidation,27.21,25.0,1.0,21531.0,50.0,29.0,1.0,1.0
10000.0, 36 months,13.59,339.79,C2,1 year,MORTGAGE,40000.0,debt_consolidation,3.39,9.0,0.0,2595.0,34.1,19.0,0.0,0.0
5000.0, 36 months,16.02,175.84,C5,< 1 year,RENT,24000.0,vacation,18.05,9.0,0.0,6124.0,49.8,10.0,0.0,0.0
16000.0, 60 months,15.05,381.06,C4,5 years,MORTGAGE,50000.0,debt_consolidation,19.97,15.0,0.0,15641.0,44.2,23.0,1.0,0.0
5250.0, 36 months,18.06,189.96,D2,7 years,RENT,40000.0,debt_consolidation,13.68,8.0,0.0,5118.0,82.5,27.0,0.0,0.0
2000.0, 36 months,14.08,68.44,C3,10+ years,RENT,28000.0,debt_consolidation,11.74,9.0,1.0,8182.0,36.9,32.0,0.0,1.0
10000.0, 36 months,13.59,339.79,C2,10+ years,MORTGAGE,180000.0,debt_consolidation,12.15,12.0,0.0,30190.0,84.6,22.0,2.0,0.0
19500.0, 60 months,20.0,516.64,D4,3 years,RENT,90000.0,credit_card,18.75,12.0,1.0,4985.0,43.7,34.0,0.0,1.0
5500.0, 36 months,12.62,184.32,C1,5 years,RENT,59000.0,credit_card,19.22,21.0,0.0,11919.0,20.0,31.0,1.0,0.0
11600.0, 60 months,15.05,276.27,C4,10+ years,MORTGAGE,150000.0,major_purchase,25.94,18.0,0.0,10620.0,33.0,50.0,2.0,0.0
15000.0, 60 months,15.05,357.25,C4,6 years,MORTGAGE,180000.0,debt_consolidation,6.78,19.0,2.0,9866.0,24.6,25.0,0.0,1.0
6000.0, 36 months,13.59,203.88,C2,2 years,RENT,45000.0,medical,13.01,5.0,0.0,2090.0,69.7,13.0,0.0,0.0
8000.0, 36 months,9.93,257.88,B2,4 years,RENT,92000.0,credit_card,5.82,13.0,0.0,5285.0,46.0,19.0,1.0,0.0
22400.0, 60 months,9.93,475.17,B2,< 1 year,RENT,40000.0,debt_consolidation,16.44,8.0,0.0,13868.0,34.6,17.0,2.0,0.0
24625.0, 60 months,15.05,586.48,C4,10+ years,MORTGAGE,106000.0,debt_consolidation,13.34,8.0,1.0,7173.0,45.7,22.0,5.0,1.0
21000.0, 60 months,28.72,663.01,F1,3 years,MORTGAGE,155000.0,home_improvement,16.25,23.0,0.0,28702.0,71.2,50.0,3.0,0.0
18000.0, 60 months,13.59,415.02,C2,4 years,MORTGAGE,65000.0,credit_card,32.68,17.0,0.0,9014.0,18.3,45.0,4.0,0.0
4000.0, 36 months,10.91,130.79,B4,10+ years,MORTGAGE,56000.0,debt_consolidation,11.51,6.0,0.0,5639.0,49.0,24.0,0.0,0.0
35000.0, 60 months,16.02,851.51,C5,10+ years,MORTGAGE,125000.0,debt_consolidation,30.7,9.0,0.0,39125.0,89.7,19.0,4.0,0.0
35000.0, 36 months,30.17,1489.07,F3,10+ years,RENT,80000.0,debt_consolidation,32.03,8.0,0.0,16803.0,94.9,19.0,0.0,0.0
2000.0, 36 months,14.08,68.44,C3,10+ years,MORTGAGE,70000.0,home_improvement,24.21,14.0,0.0,7716.0,47.3,19.0,1.0,0.0
6000.0, 36 months,18.06,217.1,D2,2 years,RENT,50000.0,debt_consolidation,19.4,7.0,0.0,10630.0,59.7,11.0,0.0,0.0
12000.0, 36 months,13.59,407.75,C2,4 years,MORTGAGE,137000.0,debt_consolidation,5.95,11.0,3.0,12753.0,70.8,17.0,0.0,0.0
3200.0, 36 months,15.05,111.01,C4,2 years,RENT,35000.0,debt_consolidation,12.51,11.0,1.0,3153.0,24.8,19.0,0.0,1.0
16500.0, 36 months,12.62,552.94,C1,1 year,MORTGAGE,65000.0,debt_consolidation,23.07,21.0,0.0,9686.0,71.7,29.0,0.0,0.0
35000.0, 60 months,25.49,1037.38,E4,10+ years,MORTGAGE,185000.0,debt_consolidation,30.19,20.0,0.0,54983.0,75.5,37.0,3.0,0.0
29400.0, 60 months,30.75,964.78,F5,4 years,OWN,70000.0,debt_consolidation,8.66,10.0,0.0,24501.0,82.2,20.0,2.0,0.0
28975.0, 36 months,24.85,1149.75,E3,10+ years,RENT,63000.0,credit_card,19.77,15.0,0.0,18945.0,52.9,21.0,0.0,0.0
7325.0, 36 months,11.99,243.26,B5,2 years,RENT,31000.0,credit_card,17.42,17.0,1.0,7317.0,71.0,28.0,1.0,0.0
10000.0, 60 months,30.65,327.54,F4,4 years,MORTGAGE,36000.0,debt_consolidation,14.53,13.0,0.0,5224.0,72.6,30.0,0.0,0.0
20000.0, 36 months,10.91,653.93,B4,10+ years,RENT,83000.0,credit_card,12.84,10.0,0.0,16501.0,70.2,23.0,0.0,0.0
20000.0, 36 months,11.39,658.48,B3,10+ years,RENT,80000.0,credit_card,25.11,21.0,1.0,25298.0,44.4,40.0,3.0,1.0
22000.0, 36 months,13.59,747.54,C2,10+ years,RENT,50000.0,debt_consolidation,16.39,8.0,0.0,26172.0,74.1,16.0,0.0,0.0
23150.0, 60 months,19.03,600.91,D3,5 years,RENT,102000.0,home_improvement,2.36,4.0,0.0,4243.0,60.6,7.0,0.0,0.0
35000.0, 36 months,11.99,1162.34,B5,10+ years,MORTGAGE,52800.0,debt_consolidation,11.89,3.0,0.0,14730.0,98.2,6.0,0.0,0.0
8000.0, 36 months,10.42,259.72,B3,3 years,MORTGAGE,80000.0,home_improvement,7.41,8.0,1.0,5228.0,84.3,16.0,1.0,0.0
10000.0, 36 months,19.03,366.72,D3,10+ years,RENT,29000.0,debt_consolidation,30.38,10.0,0.0,19964.0,64.0,17.0,0.0,0.0
15000.0, 36 months,14.08,513.25,C3,10+ years,RENT,70000.0,vacation,19.4,21.0,1.0,17996.0,43.8,32.0,0.0,0.0
5000.0, 36 months,12.62,167.56,C1,10+ years,MORTGAGE,90000.0,credit_card,16.28,11.0,0.0,7095.0,78.0,17.0,3.0,0.0
13600.0, 60 months,17.09,338.66,D1,2 years,MORTGAGE,75000.0,debt_consolidation,18.58,23.0,0.0,8905.0,28.7,41.0,0.0,0.0
1000.0, 36 months,20.0,37.17,D4,10+ years,MORTGAGE,35000.0,home_improvement,15.36,30.0,0.0,2410.0,30.5,56.0,1.0,0.0
10500.0, 36 months,13.49,356.27,C2,4 years,OWN,34000.0,credit_card,31.87,6.0,0.0,4534.0,43.2,9.0,0.0,0.0
24000.0, 60 months,21.45,655.38,D5,5 years,OWN,90000.0,other,1.41,26.0,0.0,183.0,0.5,29.0,0.0,0.0
6000.0, 36 months,30.75,257.19,F5,< 1 year,RENT,52000.0,debt_consolidation,30.81,18.0,0.0,17483.0,52.0,27.0,0.0,0.0
5000.0, 36 months,14.08,171.09,C3,10+ years,RENT,85000.0,debt_consolidation,23.0,13.0,0.0,21473.0,50.1,20.0,0.0,0.0
19200.0, 36 months,18.06,694.71,D2,1 year,RENT,50000.0,debt_consolidation,29.52,12.0,0.0,8251.0,78.6,16.0,0.0,0.0
35000.0, 60 months,30.74,1148.33,F5,6 years,MORTGAGE,95000.0,debt_consolidation,14.55,6.0,0.0,29932.0,93.8,33.0,3.0,0.0
30000.0, 60 months,15.05,714.49,C4,3 years,OWN,69700.0,credit_card,28.06,17.0,0.0,47800.0,68.6,31.0,0.0,0.0
15450.0, 36 months,18.06,559.02,D2,< 1 year,RENT,42000.0,debt_consolidation,27.2,6.0,0.0,8971.0,49.3,18.0,3.0,0.0
12000.0, 36 months,12.62,402.14,C1,< 1 year,OWN,53000.0,debt_consolidation,29.33,19.0,0.0,42104.0,42.1,22.0,0.0,0.0
12000.0, 60 months,14.08,279.72,C3,4 years,RENT,70000.0,debt_consolidation,24.38,17.0,0.0,11495.0,62.1,33.0,0.0,0.0
15000.0, 60 months,14.08,349.65,C3,9 years,MORTGAGE,111000.0,debt_consolidation,25.64,14.0,0.0,23267.0,78.1,39.0,4.0,0.0
25000.0, 36 months,9.93,805.86,B2,6 years,MORTGAGE,102000.0,debt_consolidation,27.25,13.0,0.0,33417.0,80.1,21.0,4.0,0.0
25000.0, 36 months,23.88,979.25,E2,3 years,RENT,80000.0,debt_consolidation,16.79,13.0,0.0,28425.0,64.7,24.0,0.0,0.0
12000.0, 60 months,15.05,285.8,C4,8 years,MORTGAGE,59000.0,debt_consolidation,10.62,6.0,0.0,6992.0,86.3,7.0,1.0,0.0
22100.0, 60 months,15.05,526.34,C4,< 1 year,RENT,46080.0,debt_consolidation,27.11,5.0,0.0,14610.0,87.5,19.0,0.0,0.0
7500.0, 36 months,19.03,275.04,D3,4 years,MORTGAGE,45000.0,home_improvement,3.41,5.0,0.0,3029.0,19.4,7.0,2.0,0.0
8000.0, 36 months,12.62,268.09,C1,4 years,OWN,40000.0,debt_consolidation,26.73,6.0,0.0,7678.0,83.5,16.0,1.0,0.0
30000.0, 60 months,18.06,762.79,D2,1 year,MORTGAGE,110000.0,debt_consolidation,18.03,12.0,1.0,24334.0,79.3,29.0,1.0,0.0
24400.0, 60 months,17.09,607.59,D1,,RENT,70000.0,debt_consolidation,28.78,13.0,1.0,11769.0,82.0,17.0,0.0,1.0
20000.0, 36 months,11.99,664.2,B5,5 years,RENT,80000.0,debt_consolidation,6.37,6.0,0.0,13017.0,62.3,7.0,0.0,0.0
19925.0, 60 months,14.08,464.45,C3,3 years,MORTGAGE,72000.0,debt_consolidation,27.68,11.0,0.0,9404.0,35.0,49.0,1.0,0.0
35000.0, 60 months,16.02,851.51,C5,3 years,MORTGAGE,78000.0,credit_card,21.57,12.0,0.0,38707.0,64.4,29.0,2.0,0.0
