loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies
17425.0, 36 months,17.09,622.03,D1,10+ years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,34.26,15.0,0.0,9637.0,30.3,48.0,1.0,0.0
8400.0, 36 months,6.39,257.04,A2,5 years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,19.29,17.0,0.0,9143.0,28.4,35.0,1.0,0.0
20000.0, 36 months,10.99,654.68,B4,10+ years,MORTGAGE,110000.0,Fully Paid,debt_consolidation,4.59,7.0,0.0,11879.0,76.1,7.0,1.0,0.0
7200.0, 60 months,17.56,181.12,E4,1 year,RENT,30000.0,Fully Paid,major_purchase,11.92,7.0,0.0,12346.0,89.5,7.0,,0.0
28000.0, 36 months,7.9,876.13,A4,4 years,RENT,280000.0,Fully Paid,credit_card,9.73,10.0,0.0,23226.0,42.5,21.0,0.0,0.0
21225.0, 60 months,24.99,622.86,F4,10+ years,RENT,72000.0,Fully Paid,debt_consolidation,17.23,15.0,1.0,5846.0,23.2,40.0,1.0,1.0
3000.0, 36 months,24.85,119.05,E3,10+ years,RENT,60000.0,Fully Paid,home_improvement,27.12,17.0,0.0,24943.0,53.1,44.0,0.0,0.0
5000.0, 36 months,7.89,156.43,A5,10+ years,MORTGAGE,56000.0,Fully Paid,debt_consolidation,14.02,7.0,0.0,7404.0,61.2,21.0,2.0,0.0
7000.0, 36 months,7.62,218.13,A3,10+ years,RENT,55000.0,Fully Paid,credit_card,10.91,9.0,0.0,13375.0,28.9,15.0,0.0,0.0
17800.0, 36 months,20.0,661.52,D4,4 years,RENT,45127.0,Fully Paid,credit_card,31.7,11.0,0.0,7904.0,37.1,31.0,0.0,0.0
9000.0, 36 months,7.26,278.97,A4,4 years,OWN,55000.0,Fully Paid,credit_card,9.01,11.0,4.0,13832.0,54.7,28.0,0.0,0.0
19000.0, 60 months,26.3,572.25,E5,10+ years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,27.14,14.0,0.0,24874.0,43.9,27.0,4.0,0.0
18950.0, 36 months,6.89,584.17,A3,9 years,MORTGAGE,89000.0,Fully Paid,credit_card,12.81,10.0,0.0,27663.0,60.1,21.0,4.0,0.0
17000.0, 36 months,14.65,586.41,C5,8 years,RENT,69600.0,Fully Paid,debt_consolidation,22.01,18.0,0.0,19972.0,63.6,22.0,0.0,0.0
12000.0, 36 months,5.32,361.38,A1,10+ years,MORTGAGE,130000.0,Fully Paid,credit_card,4.33,12.0,0.0,14828.0,22.6,22.0,1.0,0.0
21000.0, 60 months,18.49,538.88,E2,3 years,RENT,53500.0,Fully Paid,debt_consolidation,9.35,15.0,0.0,18484.0,79.3,33.0,0.0,0.0
11100.0, 36 months,13.11,374.6,B4,4 years,MORTGAGE,38000.0,Fully Paid,other,34.17,16.0,0.0,13826.0,39.1,40.0,1.0,0.0
4000.0, 36 months,6.89,123.31,A3,3 years,RENT,40000.0,Fully Paid,other,12.18,11.0,0.0,5820.0,20.3,29.0,0.0,0.0
12000.0, 36 months,8.39,378.2,B1,8 years,RENT,53000.0,Fully Paid,car,14.36,3.0,0.0,993.0,99.3,16.0,0.0,0.0
5000.0, 36 months,11.98,166.03,B5,1 year,RENT,72000.0,Fully Paid,home_improvement,24.12,12.0,1.0,9809.0,37.1,26.0,0.0,1.0
15000.0, 36 months,10.75,489.31,B4,6 years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,4.81,11.0,0.0,8190.0,28.0,23.0,1.0,0.0
8000.0, 36 months,16.29,282.41,C4,2 years,OWN,52000.0,Fully Paid,debt_consolidation,7.29,9.0,0.0,5249.0,43.0,22.0,6.0,0.0
14500.0, 36 months,6.03,441.32,A1,1 year,MORTGAGE,127000.0,Fully Paid,credit_card,18.12,22.0,0.0,57369.0,10.6,67.0,6.0,0.0
6175.0, 36 months,14.49,212.52,C4,4 years,MORTGAGE,110000.0,Fully Paid,debt_consolidation,9.18,23.0,2.0,10822.0,46.2,43.0,2.0,0.0
10800.0, 36 months,6.97,333.33,A3,5 years,RENT,72100.0,Fully Paid,debt_consolidation,16.64,14.0,0.0,8612.0,22.9,28.0,0.0,0.0
4400.0, 36 months,25.8,176.82,G1,10+ years,RENT,30000.0,Fully Paid,medical,3.84,6.0,3.0,2122.0,24.1,28.0,0.0,3.0
20000.0, 36 months,10.08,646.1,B1,10+ years,MORTGAGE,72000.0,Fully Paid,credit_card,25.27,16.0,0.0,30974.0,28.8,44.0,0.0,0.0
18000.0, 60 months,11.99,400.31,B5,10+ years,RENT,68000.0,Fully Paid,debt_consolidation,29.76,25.0,0.0,13642.0,44.3,35.0,0.0,0.0
18000.0, 36 months,18.2,652.56,E1,7 years,RENT,75000.0,Fully Paid,debt_consolidation,15.34,7.0,0.0,3866.0,82.3,12.0,0.0,0.0
3000.0, 36 months,13.18,101.35,C3,4 years,RENT,65000.0,Fully Paid,debt_consolidation,18.09,10.0,1.0,14675.0,75.6,18.0,5.0,1.0
11050.0, 36 months,18.24,400.82,D5,4 years,RENT,37000.0,Fully Paid,debt_consolidation,14.73,6.0,0.0,9040.0,99.3,9.0,0.0,0.0
7000.0, 36 months,15.59,244.69,C5,10+ years,MORTGAGE,74567.0,Fully Paid,other,20.44,9.0,0.0,15348.0,77.0,10.0,1.0,0.0
11000.0, 36 months,12.29,366.89,C1,2 years,MORTGAGE,105000.0,Fully Paid,debt_consolidation,16.67,7.0,0.0,20532.0,71.8,14.0,1.0,0.0
20000.0, 36 months,10.49,649.96,B2,10+ years,MORTGAGE,104000.0,Fully Paid,debt_consolidation,11.46,13.0,0.0,12299.0,40.0,34.0,2.0,0.0
11050.0, 36 months,11.47,364.23,B5,10+ years,OWN,58000.0,Fully Paid,home_improvement,12.06,5.0,0.0,427.0,10.9,48.0,0.0,0.0
6500.0, 36 months,5.32,195.75,A1,2 years,MORTGAGE,48000.0,Fully Paid,major_purchase,5.85,11.0,1.0,0.0,0.0,20.0,1.0,0.0
10000.0, 60 months,22.99,281.85,F2,2 years,RENT,115000.0,Fully Paid,house,18.7,21.0,1.0,26290.0,58.2,36.0,0.0,1.0
10000.0, 36 months,8.18,314.2,B1,10+ years,MORTGAGE,120000.0,Fully Paid,debt_consolidation,16.6,12.0,0.0,49991.0,95.4,32.0,2.0,0.0
11000.0, 36 months,10.64,358.26,B4,1 year,RENT,50000.0,Fully Paid,credit_card,19.32,9.0,0.0,15743.0,61.0,10.0,0.0,0.0
13300.0, 60 months,13.65,307.06,C1,10+ years,MORTGAGE,73000.0,Fully Paid,credit_card,18.2,13.0,0.0,13834.0,48.2,28.0,5.0,0.0
32000.0, 60 months,12.29,716.53,C1,10+ years,RENT,80654.0,Fully Paid,debt_consolidation,17.59,10.0,0.0,48746.0,47.5,20.0,4.0,0.0
5000.0, 36 months,26.3,202.26,E5,< 1 year,MORTGAGE,60000.0,Fully Paid,other,37.78,6.0,0.0,24048.0,98.2,15.0,2.0,0.0
11500.0, 36 months,8.18,361.33,B1,10+ years,RENT,60000.0,Fully Paid,credit_card,13.54,8.0,0.0,13891.0,84.7,18.0,0.0,0.0
21025.0, 36 months,15.59,734.93,D1,10+ years,RENT,52604.0,Fully Paid,debt_consolidation,19.01,9.0,0.0,11100.0,75.5,26.0,4.0,0.0
12500.0, 36 months,8.49,394.54,B1,1 year,RENT,75300.0,Fully Paid,debt_consolidation,13.61,15.0,0.0,13786.0,51.8,26.0,2.0,0.0
2975.0, 36 months,18.84,108.82,E2,5 years,MORTGAGE,10000.0,Fully Paid,debt_consolidation,28.69,7.0,1.0,6835.0,53.4,12.0,0.0,1.0
14500.0, 60 months,18.49,372.09,D5,< 1 year,RENT,42772.0,Fully Paid,debt_consolidation,29.41,16.0,0.0,5360.0,19.7,28.0,0.0,0.0
6000.0, 36 months,13.99,205.04,C4,3 years,OWN,30000.0,Fully Paid,other,24.84,14.0,0.0,10510.0,42.9,22.0,0.0,0.0
10000.0, 36 months,9.43,320.01,B1,,MORTGAGE,31000.0,Fully Paid,debt_consolidation,3.37,4.0,0.0,4803.0,28.4,20.0,5.0,0.0
11000.0, 60 months,14.65,259.68,C5,1 year,MORTGAGE,120000.0,Fully Paid,debt_consolidation,15.3,23.0,0.0,20259.0,46.3,57.0,1.0,0.0
12675.0, 36 months,17.77,456.78,D1,10+ years,RENT,40000.0,Fully Paid,other,20.55,13.0,0.0,19844.0,51.7,25.0,0.0,0.0
18450.0, 36 months,14.33,633.54,C1,,MORTGAGE,43000.0,Fully Paid,debt_consolidation,26.26,15.0,0.0,35559.0,32.2,25.0,4.0,0.0
20000.0, 36 months,14.09,684.43,B5,10+ years,RENT,75000.0,Fully Paid,credit_card,10.0,8.0,0.0,6110.0,42.1,22.0,0.0,0.0
8000.0, 36 months,11.48,263.74,B5,1 year,RENT,66000.0,Fully Paid,debt_consolidation,16.78,5.0,0.0,14139.0,87.8,15.0,0.0,0.0
20000.0, 60 months,14.99,475.7,C5,10+ years,MORTGAGE,100000.0,Fully Paid,home_improvement,16.99,11.0,0.0,9230.0,33.8,23.0,0.0,0.0
13000.0, 36 months,12.99,437.96,C1,,MORTGAGE,42099.0,Fully Paid,credit_card,37.03,11.0,1.0,11741.0,55.4,19.0,0.0,1.0
12500.0, 36 months,7.9,391.13,A4,3 years,OWN,42000.0,Fully Paid,credit_card,22.31,13.0,0.0,7909.0,88.9,26.0,2.0,0.0
15000.0, 36 months,6.17,457.49,A3,10+ years,MORTGAGE,96300.0,Fully Paid,home_improvement,20.11,8.0,0.0,62919.0,15.8,20.0,,0.0
30000.0, 36 months,7.07,927.28,A2,10+ years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,28.74,11.0,1.0,9728.0,26.4,17.0,2.0,1.0
14000.0, 36 months,6.03,426.1,A1,5 years,MORTGAGE,40000.0,Fully Paid,debt_consolidation,17.19,7.0,0.0,2387.0,15.0,34.0,,0.0
16500.0, 36 months,11.47,543.87,B5,2 years,RENT,59904.0,Fully Paid,debt_consolidation,22.98,11.0,0.0,17238.0,43.2,17.0,0.0,0.0
16800.0, 60 months,14.99,399.59,C4,< 1 year,MORTGAGE,95000.0,Fully Paid,debt_consolidation,31.61,25.0,0.0,48679.0,58.0,46.0,3.0,0.0
25600.0, 60 months,25.88,764.66,F4,10+ years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,25.8,9.0,0.0,5835.0,100.6,22.0,6.0,0.0
24300.0, 36 months,8.39,765.86,B1,8 years,MORTGAGE,126500.0,Fully Paid,credit_card,6.53,11.0,0.0,25073.0,54.7,32.0,4.0,0.0
24000.0, 60 months,12.99,545.96,C2,10+ years,OWN,65000.0,Fully Paid,credit_card,21.51,10.0,0.0,53710.0,84.2,16.0,4.0,0.0
8000.0, 36 months,10.99,261.88,B4,6 years,RENT,75000.0,Fully Paid,debt_consolidation,14.47,15.0,0.0,4274.0,29.9,19.0,0.0,0.0
30000.0, 36 months,7.69,935.81,A4,3 years,MORTGAGE,146000.0,Fully Paid,credit_card,13.51,9.0,0.0,20732.0,59.4,24.0,6.0,0.0
10000.0, 36 months,12.99,336.9,C1,,RENT,40000.0,Fully Paid,credit_card,15.1,10.0,0.0,8377.0,49.9,20.0,0.0,0.0
24000.0, 60 months,21.18,651.72,E3,9 years,MORTGAGE,105000.0,Fully Paid,debt_consolidation,11.85,14.0,2.0,10558.0,71.3,41.0,9.0,2.0
30000.0, 60 months,19.19,781.36,E3,10+ years,MORTGAGE,110000.0,Fully Paid,debt_consolidation,14.41,12.0,0.0,21781.0,39.9,36.0,3.0,0.0
5275.0, 36 months,13.49,178.99,C2,< 1 year,MORTGAGE,50000.0,Fully Paid,major_purchase,5.09,5.0,1.0,475.0,0.0,31.0,2.0,0.0
15000.0, 36 months,8.9,476.3,A5,10+ years,MORTGAGE,110000.0,Fully Paid,debt_consolidation,19.19,12.0,0.0,5064.0,28.3,27.0,3.0,0.0
8400.0, 36 months,16.55,297.61,D2,9 years,OWN,20000.0,Fully Paid,credit_card,26.1,7.0,0.0,16119.0,69.5,14.0,0.0,0.0
30800.0, 60 months,18.06,783.13,D2,< 1 year,MORTGAGE,35000.0,Fully Paid,debt_consolidation,39.57,11.0,0.0,18713.0,96.0,19.0,2.0,0.0
6400.0, 36 months,18.49,232.96,D2,10+ years,MORTGAGE,46000.0,Fully Paid,debt_consolidation,14.27,8.0,0.0,5369.0,73.5,25.0,1.0,0.0
11000.0, 36 months,10.64,358.26,B2,10+ years,RENT,122000.0,Fully Paid,debt_consolidation,18.61,13.0,0.0,38813.0,50.6,23.0,2.0,0.0
10000.0, 36 months,21.85,381.13,D5,10+ years,MORTGAGE,122000.0,Fully Paid,debt_consolidation,18.91,10.0,0.0,17764.0,73.7,25.0,3.0,0.0
12000.0, 60 months,21.49,327.96,D5,10+ years,MORTGAGE,116500.0,Fully Paid,debt_consolidation,29.87,14.0,0.0,20694.0,76.6,30.0,3.0,0.0
15000.0, 36 months,11.53,494.86,B5,10+ years,OWN,60000.0,Fully Paid,debt_consolidation,24.78,12.0,0.0,16169.0,47.6,45.0,0.0,0.0
15000.0, 36 months,6.97,462.96,A3,7 years,OWN,63000.0,Fully Paid,credit_card,8.69,8.0,0.0,12645.0,30.0,18.0,1.0,0.0
12000.0, 36 months,10.74,391.39,B2,8 years,RENT,27000.0,Fully Paid,debt_consolidation,17.32,11.0,0.0,14026.0,64.9,30.0,0.0,0.0
12600.0, 60 months,10.75,272.39,B2,< 1 year,MORTGAGE,84000.0,Fully Paid,car,11.74,15.0,0.0,12898.0,15.2,26.0,,0.0
35000.0, 60 months,24.99,1027.1,E5,1 year,RENT,88500.0,Fully Paid,other,6.16,5.0,1.0,10040.0,62.7,12.0,3.0,1.0
20000.0, 36 months,14.65,689.89,C5,2 years,RENT,70000.0,Fully Paid,credit_card,12.33,11.0,1.0,6045.0,17.0,36.0,1.0,1.0
12000.0, 60 months,7.26,239.09,A4,< 1 year,RENT,57948.0,Fully Paid,credit_card,10.52,10.0,0.0,14810.0,33.8,22.0,1.0,0.0
18550.0, 36 months,12.88,623.96,C2,< 1 year,MORTGAGE,104000.0,Fully Paid,credit_card,36.0,14.0,0.0,15488.0,39.0,47.0,7.0,0.0
13500.0, 36 months,13.33,457.02,C3,9 years,RENT,65000.0,Fully Paid,debt_consolidation,12.65,21.0,0.0,13871.0,94.4,45.0,0.0,0.0
16000.0, 36 months,7.39,496.9,A4,10+ years,OWN,55000.0,Fully Paid,credit_card,26.64,24.0,0.0,32939.0,42.1,34.0,0.0,0.0
24000.0, 36 months,11.49,791.32,B5,10+ years,OWN,125000.0,Fully Paid,debt_consolidation,19.47,12.0,0.0,59065.0,60.7,39.0,8.0,0.0
12000.0, 36 months,5.32,361.38,A1,10+ years,MORTGAGE,60000.0,Fully Paid,other,23.16,7.0,0.0,523.0,3.2,36.0,1.0,0.0
9000.0, 36 months,9.17,286.92,B2,2 years,OWN,50000.0,Fully Paid,debt_consolidation,10.11,9.0,0.0,7448.0,21.8,13.0,0.0,0.0
26400.0, 60 months,30.49,862.1,F4,2 years,RENT,82000.0,Fully Paid,debt_consolidation,30.06,25.0,0.0,21144.0,36.3,51.0,0.0,0.0
8000.0, 36 months,9.17,255.04,B2,10+ years,MORTGAGE,120000.0,Fully Paid,major_purchase,10.11,7.0,0.0,31376.0,42.3,19.0,4.0,0.0
5700.0, 36 months,8.18,179.1,B1,10+ years,RENT,45000.0,Fully Paid,credit_card,12.32,9.0,1.0,5601.0,58.3,15.0,0.0,1.0
15000.0, 36 months,8.59,474.14,A5,1 year,MORTGAGE,100000.0,Fully Paid,car,14.78,6.0,0.0,26428.0,38.3,20.0,5.0,0.0
3400.0, 36 months,6.03,103.49,A1,< 1 year,RENT,40000.0,Fully Paid,major_purchase,17.61,14.0,0.0,921.0,8.6,25.0,0.0,0.0
18400.0, 60 months,19.99,487.39,D4,< 1 year,RENT,57500.0,Fully Paid,debt_consolidation,20.02,17.0,0.0,13658.0,45.8,22.0,0.0,0.0
10000.0, 36 months,10.99,327.34,B2,6 years,MORTGAGE,28000.0,Fully Paid,credit_card,21.47,16.0,0.0,11298.0,52.8,20.0,1.0,0.0
21450.0, 36 months,17.97,775.15,D4,10+ years,RENT,200000.0,Fully Paid,credit_card,11.03,11.0,1.0,8222.0,44.0,37.0,1.0,1.0
8000.0, 36 months,9.99,258.1,B3,10+ years,OWN,33000.0,Fully Paid,home_improvement,22.69,17.0,0.0,12313.0,34.1,41.0,4.0,0.0
16000.0, 60 months,9.49,335.96,B2,6 years,RENT,65300.0,Fully Paid,debt_consolidation,19.57,9.0,0.0,20801.0,55.2,18.0,0.0,0.0
4000.0, 36 months,10.42,129.86,B3,6 years,MORTGAGE,43200.0,Fully Paid,debt_consolidation,1.69,7.0,1.0,1065.0,12.0,27.0,3.0,0.0
6250.0, 36 months,8.9,198.46,A5,10+ years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,8.71,5.0,0.0,19376.0,67.5,10.0,0.0,0.0
10000.0, 36 months,10.99,327.34,B2,10+ years,MORTGAGE,72072.97,Fully Paid,home_improvement,5.49,11.0,0.0,15354.0,61.2,35.0,1.0,0.0
15600.0, 60 months,11.49,343.01,B5,< 1 year,MORTGAGE,76760.0,Fully Paid,debt_consolidation,21.94,11.0,0.0,6374.0,64.4,23.0,5.0,0.0
18500.0, 36 months,5.32,557.13,A1,10+ years,MORTGAGE,61000.0,Fully Paid,debt_consolidation,15.56,5.0,0.0,10521.0,29.8,12.0,3.0,0.0
1050.0, 36 months,15.61,36.72,D1,10+ years,OWN,42000.0,Fully Paid,debt_consolidation,29.97,10.0,0.0,2963.0,16.6,38.0,1.0,0.0
16000.0, 36 months,9.93,515.75,B2,5 years,MORTGAGE,120000.0,Fully Paid,other,24.81,24.0,0.0,58296.0,57.8,48.0,1.0,0.0
12800.0, 36 months,8.38,403.36,A5,< 1 year,MORTGAGE,65000.0,Fully Paid,debt_consolidation,7.26,4.0,0.0,4365.0,51.4,12.0,,
15000.0, 60 months,9.99,318.64,B3,2 years,RENT,80000.0,Fully Paid,debt_consolidation,16.28,16.0,0.0,14679.0,32.5,32.0,0.0,0.0
6350.0, 36 months,20.31,237.0,D5,,RENT,23000.0,Fully Paid,debt_consolidation,30.47,13.0,1.0,10353.0,50.3,22.0,0.0,1.0
20000.0, 36 months,8.18,628.39,B1,8 years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,9.67,12.0,0.0,3170.0,14.4,21.0,5.0,0.0
15000.0, 36 months,9.44,480.08,B1,3 years,RENT,90000.0,Fully Paid,other,25.35,11.0,0.0,312.0,0.5,15.0,0.0,0.0
8000.0, 36 months,12.12,266.18,B3,10+ years,RENT,35000.0,Fully Paid,debt_consolidation,5.93,6.0,0.0,6556.0,44.0,29.0,0.0,0.0
18000.0, 60 months,17.99,456.99,D2,10+ years,RENT,60000.0,Fully Paid,credit_card,16.18,9.0,0.0,10354.0,48.8,21.0,0.0,0.0
30000.0, 36 months,13.18,1013.43,C3,1 year,RENT,160000.0,Fully Paid,credit_card,23.52,13.0,0.0,58624.0,74.8,23.0,3.0,0.0
18650.0, 36 months,18.99,683.55,D3,,MORTGAGE,50772.0,Fully Paid,debt_consolidation,29.57,18.0,0.0,4373.0,40.9,32.0,3.0,0.0
17000.0, 36 months,13.99,580.94,C4,10+ years,RENT,60000.0,Fully Paid,debt_consolidation,32.83,23.0,0.0,19045.0,29.7,33.0,0.0,0.0
25000.0, 60 months,24.99,733.64,F4,10+ years,RENT,93000.0,Fully Paid,debt_consolidation,10.03,10.0,0.0,10112.0,84.3,20.0,1.0,0.0
25000.0, 60 months,13.72,578.09,C5,4 years,MORTGAGE,94000.0,Fully Paid,credit_card,12.5,17.0,0.0,41199.0,53.7,41.0,,0.0
14000.0, 36 months,8.9,444.55,A5,10+ years,RENT,120000.0,Fully Paid,credit_card,31.82,13.0,0.0,13785.0,73.4,23.0,0.0,0.0
15050.0, 60 months,15.1,358.83,C2,10+ years,MORTGAGE,43000.0,Fully Paid,debt_consolidation,29.53,9.0,0.0,14635.0,54.0,22.0,2.0,0.0
7500.0, 36 months,8.0,184.89,A3,< 1 year,RENT,230000.0,Fully Paid,credit_card,3.92,6.0,0.0,8247.0,11.1,9.0,,0.0
20000.0, 36 months,8.18,628.39,B1,10+ years,RENT,60000.0,Fully Paid,debt_consolidation,6.92,9.0,0.0,12940.0,44.3,15.0,0.0,0.0
8000.0, 36 months,7.39,248.45,A4,,MORTGAGE,30000.0,Fully Paid,debt_consolidation,11.48,7.0,0.0,4662.0,31.9,15.0,3.0,0.0
21000.0, 60 months,17.86,531.67,D5,10+ years,OWN,65000.0,Fully Paid,credit_card,33.44,24.0,0.0,28121.0,58.0,37.0,4.0,0.0
7425.0, 36 months,12.59,248.72,C2,< 1 year,MORTGAGE,43000.0,Fully Paid,debt_consolidation,14.51,17.0,0.0,17434.0,95.3,18.0,1.0,0.0
9000.0, 36 months,9.16,286.87,B2,9 years,MORTGAGE,42000.0,Fully Paid,debt_consolidation,41.91,12.0,0.0,14471.0,54.8,19.0,3.0,0.0
12000.0, 36 months,18.49,436.79,D2,10+ years,MORTGAGE,64292.0,Fully Paid,credit_card,5.51,6.0,1.0,8480.0,51.1,9.0,1.0,1.0
9000.0, 36 months,19.92,334.11,D3,2 years,RENT,55000.0,Fully Paid,debt_consolidation,14.16,9.0,0.0,2663.0,15.7,14.0,0.0,0.0
24000.0, 60 months,15.88,582.11,C4,10+ years,MORTGAGE,130000.0,Fully Paid,debt_consolidation,5.6,13.0,0.0,21471.0,63.3,23.0,7.0,0.0
10000.0, 36 months,11.99,332.1,B3,2 years,RENT,50000.0,Fully Paid,credit_card,7.01,12.0,0.0,5618.0,30.5,29.0,0.0,0.0
26400.0, 60 months,19.99,699.3,D4,10+ years,RENT,75000.0,Fully Paid,debt_consolidation,13.44,17.0,1.0,4150.0,16.1,21.0,0.0,1.0
9000.0, 36 months,9.49,288.26,B2,3 years,RENT,2500.0,Fully Paid,debt_consolidation,269.23,7.0,0.0,6346.0,55.7,16.0,0.0,0.0
3900.0, 36 months,15.61,136.37,C3,,RENT,13000.0,Fully Paid,debt_consolidation,28.25,12.0,0.0,3512.0,24.2,14.0,0.0,0.0
16800.0, 60 months,11.44,368.97,B4,8 years,MORTGAGE,385000.0,Fully Paid,debt_consolidation,11.06,27.0,0.0,44360.0,69.8,64.0,3.0,0.0
12000.0, 36 months,10.99,392.81,B4,< 1 year,MORTGAGE,72000.0,Fully Paid,debt_consolidation,25.05,21.0,0.0,18913.0,61.0,32.0,1.0,0.0
19675.0, 60 months,21.48,537.61,E5,< 1 year,MORTGAGE,86000.0,Fully Paid,debt_consolidation,8.09,8.0,0.0,10734.0,39.2,10.0,1.0,0.0
24000.0, 36 months,7.26,743.91,A4,3 years,MORTGAGE,90000.0,Fully Paid,credit_card,18.43,9.0,0.0,18950.0,85.7,19.0,3.0,0.0
17050.0, 60 months,23.83,488.82,F5,5 years,RENT,55000.0,Fully Paid,credit_card,16.92,9.0,0.0,6005.0,88.3,34.0,4.0,0.0
5000.0, 36 months,9.99,161.32,B3,10+ years,MORTGAGE,36000.0,Fully Paid,debt_consolidation,27.9,10.0,0.0,9219.0,92.0,17.0,4.0,0.0
24000.0, 60 months,23.63,685.29,F3,5 years,MORTGAGE,95000.0,Fully Paid,debt_consolidation,24.38,18.0,0.0,20445.0,70.0,37.0,3.0,0.0
21000.0, 36 months,7.39,652.18,A4,3 years,MORTGAGE,39000.0,Fully Paid,credit_card,44.6,20.0,0.0,35326.0,48.7,33.0,4.0,0.0
7000.0, 36 months,15.61,244.76,D1,10+ years,MORTGAGE,45000.0,Fully Paid,debt_consolidation,21.95,8.0,1.0,5438.0,33.0,43.0,1.0,1.0
13000.0, 36 months,11.49,428.63,B5,10+ years,RENT,54000.0,Fully Paid,debt_consolidation,23.24,4.0,1.0,5142.0,97.0,8.0,0.0,1.0
23800.0, 36 months,7.26,737.71,A4,< 1 year,MORTGAGE,80000.0,Fully Paid,credit_card,6.05,6.0,0.0,16819.0,57.0,19.0,5.0,0.0
12000.0, 36 months,11.44,395.37,B4,10+ years,RENT,203000.0,Fully Paid,debt_consolidation,11.86,8.0,0.0,11671.0,71.6,27.0,4.0,0.0
30000.0, 60 months,21.48,819.73,E2,5 years,MORTGAGE,140000.0,Fully Paid,debt_consolidation,4.48,23.0,0.0,14036.0,20.9,45.0,1.0,0.0
5000.0, 36 months,15.59,174.78,C5,10+ years,MORTGAGE,49000.0,Fully Paid,home_improvement,32.3,13.0,0.0,7859.0,53.5,17.0,2.0,0.0
11150.0, 60 months,18.24,284.6,D5,5 years,MORTGAGE,38000.0,Fully Paid,debt_consolidation,20.69,14.0,0.0,14668.0,62.7,29.0,2.0,0.0
11650.0, 36 months,11.06,381.74,B3,< 1 year,RENT,67000.0,Fully Paid,debt_consolidation,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0
8500.0, 36 months,9.17,270.98,B2,10+ years,MORTGAGE,51000.0,Fully Paid,debt_consolidation,15.62,7.0,0.0,4412.0,36.5,13.0,1.0,0.0
15000.0, 60 months,15.61,361.67,C4,9 years,MORTGAGE,106000.0,Fully Paid,home_improvement,13.11,18.0,0.0,46317.0,42.5,35.0,5.0,0.0
35000.0, 60 months,10.99,760.82,B4,8 years,OWN,275000.0,Fully Paid,debt_consolidation,10.61,7.0,0.0,151948.0,14.3,21.0,1.0,0.0
35000.0, 60 months,16.29,856.54,D2,10+ years,MORTGAGE,106000.0,Fully Paid,debt_consolidation,26.93,20.0,0.0,50627.0,44.5,39.0,5.0,0.0
15000.0, 36 months,6.03,456.54,A1,4 years,MORTGAGE,84000.0,Fully Paid,debt_consolidation,10.26,16.0,0.0,12134.0,14.4,23.0,2.0,0.0
21000.0, 36 months,7.62,654.39,A3,< 1 year,MORTGAGE,105000.0,Fully Paid,debt_consolidation,8.56,14.0,0.0,27660.0,62.9,28.0,4.0,0.0
4200.0, 36 months,5.32,126.49,A1,8 years,MORTGAGE,107000.0,Fully Paid,other,14.55,15.0,0.0,6376.0,10.8,27.0,2.0,0.0
28000.0, 36 months,7.9,876.13,A4,10+ years,MORTGAGE,93000.0,Fully Paid,debt_consolidation,13.59,12.0,0.0,25510.0,47.8,33.0,3.0,0.0
8000.0, 36 months,13.66,272.11,C3,10+ years,MORTGAGE,50000.0,Fully Paid,small_business,29.62,8.0,0.0,26507.0,86.0,34.0,6.0,0.0
35000.0, 36 months,10.91,1144.37,B4,1 year,RENT,144000.0,Fully Paid,other,9.58,24.0,0.0,9216.0,23.1,59.0,0.0,0.0
10000.0, 36 months,5.32,301.15,A1,8 years,MORTGAGE,91000.0,Fully Paid,debt_consolidation,11.16,11.0,0.0,4815.0,10.2,29.0,3.0,0.0
30000.0, 36 months,9.67,963.38,B1,< 1 year,MORTGAGE,120000.0,Fully Paid,debt_consolidation,8.68,10.0,0.0,18265.0,46.4,27.0,7.0,0.0
17475.0, 36 months,16.99,622.95,D3,10+ years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,16.82,8.0,0.0,13401.0,75.7,24.0,4.0,0.0
4200.0, 36 months,6.24,128.23,A2,6 years,MORTGAGE,110500.0,Fully Paid,home_improvement,26.71,18.0,0.0,39491.0,40.9,45.0,7.0,0.0
19200.0, 60 months,15.61,462.94,C3,10+ years,MORTGAGE,85000.0,Fully Paid,debt_consolidation,25.14,14.0,0.0,15542.0,90.4,28.0,3.0,0.0
1800.0, 36 months,14.65,62.09,C5,8 years,RENT,20095.71,Fully Paid,credit_card,31.9,7.0,0.0,12159.0,67.9,17.0,0.0,0.0
